x,y
383.85386052598074,0.0
383.90456908602323,0.0
383.95527764606584,0.00014005602240896358
384.00598620610845,0.0
384.05669476615105,0.0
384.10740332619355,0.0
384.15811188623616,0.0
384.20882044627876,0.0
384.2595290063214,0.0
384.31023756636387,0.0
384.3609461264065,0.0
384.4116546864491,0.00014005602240896358
384.4623632464917,0.0
384.5130718065342,0.0
384.5637803665768,0.0
384.6144889266194,0.0
384.6651974866619,0.0
384.7159060467045,0.0
384.7666146067471,0.0
384.8173231667897,0.0
384.8680317268322,0.0
384.9187402868748,0.0
384.96944884691743,0.0
385.02015740696004,0.0
385.07086596700253,0.0
385.12157452704514,0.0
385.17228308708775,0.0
385.22299164713024,0.0
385.27370020717285,0.0
385.32440876721546,0.00014005602240896358
385.37511732725807,0.0
385.42582588730056,0.0
385.47653444734317,0.0
385.5272430073858,0.0
385.5779515674284,0.0
385.6286601274709,0.0
385.6793686875135,0.0
385.7300772475561,0.0
385.7807858075986,0.0
385.8314943676412,0.0
385.8822029276838,0.0
385.9329114877264,0.0
385.9836200477689,0.0
386.0343286078115,0.00014005602240896358
386.0850371678541,0.0
386.13574572789673,0.0
386.1864542879392,0.0
386.23716284798184,0.0
386.28787140802444,0.0
386.33857996806705,0.00014005602240896358
386.38928852810955,0.0
386.43999708815215,0.00014005602240896358
386.49070564819476,0.0
386.54141420823726,0.0
386.59212276827986,0.0
386.6428313283225,0.0
386.6935398883651,0.0
386.7442484484076,0.0
386.7949570084502,0.0
386.8456655684928,0.0
386.8963741285354,0.0
386.9470826885779,0.0
386.9977912486205,0.0
387.0484998086631,0.0
387.0992083687056,0.0
387.1499169287482,0.0
387.2006254887908,0.0
387.2513340488334,0.0
387.3020426088759,0.0
387.35275116891853,0.0
387.40345972896114,0.0
387.45416828900375,0.0
387.50487684904624,0.00014005602240896358
387.55558540908885,0.0
387.60629396913146,0.0
387.65700252917395,0.0
387.70771108921656,0.0
387.75841964925917,0.0
387.8091282093018,0.0
387.85983676934427,0.0
387.9105453293869,0.0
387.9612538894295,0.0
388.0119624494721,0.00014005602240896358
388.0626710095146,0.0
388.1133795695572,0.0
388.1640881295998,0.0
388.2147966896424,0.0
388.2655052496849,0.0
388.3162138097275,0.0
388.3669223697701,0.0
388.4176309298126,0.0
388.4683394898552,0.0
388.51904804989783,0.0
388.56975660994044,0.0
388.62046516998294,0.0
388.67117373002554,0.0
388.72188229006815,0.0
388.77259085011076,0.0
388.82329941015325,0.0
388.87400797019586,0.0
388.92471653023847,0.0
388.97542509028096,0.0
389.0261336503236,0.0
389.0768422103662,0.0
389.1275507704088,0.0
389.1782593304513,0.0
389.2289678904939,0.0
389.2796764505365,0.0
389.3303850105791,0.0
389.3810935706216,0.0
389.4318021306642,0.0
389.4825106907068,0.0
389.5332192507493,0.0
389.5839278107919,0.0
389.6346363708345,0.00014005602240896358
389.68534493087714,0.0
389.73605349091963,0.00014005602240896358
389.78676205096224,0.0
389.83747061100485,0.0
389.88817917104745,0.0
389.93888773108995,0.0
389.98959629113256,0.00014005602240896358
390.04030485117516,0.0
390.0910134112178,0.0
390.14172197126027,0.0
390.1924305313029,0.0
390.2431390913455,0.0
390.293847651388,0.0
390.3445562114306,0.0
390.3952647714732,0.0
390.4459733315158,0.0
390.4966818915583,0.0
390.5473904516009,0.0
390.5980990116435,0.0
390.6488075716861,0.0
390.6995161317286,0.0
390.7502246917712,0.0
390.80093325181383,0.0
390.8516418118563,0.0
390.90235037189893,0.0
390.95305893194154,0.0
391.00376749198415,0.0
391.05447605202664,0.0
391.10518461206925,0.0
391.15589317211186,0.0
391.20660173215447,0.0
391.25731029219696,0.0
391.30801885223957,0.0
