x,y
383.8792465385177,0.0
383.9807271236342,0.00014005602240896358
384.0822077087507,0.0
384.1836882938672,0.0
384.28516887898365,0.0
384.3866494641002,0.00014005602240896358
384.4881300492167,0.0
384.58961063433316,0.0
384.6910912194497,0.0
384.79257180456614,0.0
384.89405238968266,0.0
384.9955329747992,0.0
385.09701355991564,0.0
385.19849414503216,0.0
385.2999747301487,0.00014005602240896358
385.40145531526514,0.0
385.50293590038166,0.0
385.6044164854981,0.0
385.70589707061464,0.0
385.80737765573116,0.0
385.9088582408476,0.0
386.01033882596414,0.00014005602240896358
386.1118194110806,0.0
386.2132999961971,0.0
386.31478058131364,0.00014005602240896358
386.4162611664301,0.00014005602240896358
386.5177417515466,0.0
386.6192223366631,0.0
386.7207029217796,0.0
386.8221835068961,0.0
386.9236640920126,0.0
387.0251446771291,0.0
387.1266252622456,0.0
387.2281058473621,0.0
387.3295864324786,0.0
387.43106701759507,0.0
387.5325476027116,0.00014005602240896358
387.6340281878281,0.0
387.73550877294457,0.0
387.8369893580611,0.0
387.93846994317755,0.0
388.03995052829407,0.00014005602240896358
388.1414311134106,0.0
388.24291169852705,0.0
388.3443922836436,0.0
388.44587286876003,0.0
388.54735345387655,0.0
388.6488340389931,0.0
388.75031462410954,0.0
388.85179520922605,0.0
388.9532757943425,0.0
389.05475637945904,0.0
389.15623696457556,0.0
389.257717549692,0.0
389.35919813480854,0.0
389.46067871992506,0.0
389.5621593050415,0.0
389.66363989015804,0.00014005602240896358
389.7651204752745,0.00014005602240896358
389.866601060391,0.0
389.96808164550754,0.00014005602240896358
390.069562230624,0.0
390.1710428157405,0.0
390.272523400857,0.0
390.3740039859735,0.0
390.47548457109,0.0
390.5769651562065,0.0
390.678445741323,0.0
390.77992632643947,0.0
390.881406911556,0.0
390.9828874966725,0.0
391.08436808178897,0.0
391.1858486669055,0.0
391.28732925202195,0.0
391.38880983713847,0.00014005602240896358
391.490290422255,0.0
391.59177100737145,0.00014005602240896358
391.69325159248797,0.0
391.7947321776045,0.0
391.89621276272095,0.0
391.99769334783747,0.0
392.09917393295393,0.0
392.20065451807045,0.0
392.30213510318697,0.0
392.40361568830343,0.0
392.50509627341995,0.00014005602240896358
392.6065768585364,0.00014005602240896358
392.70805744365293,0.0
392.80953802876945,0.0
392.9110186138859,0.0
393.01249919900243,0.00014005602240896358
393.1139797841189,0.00014005602240896358
393.2154603692354,0.00014005602240896358
393.31694095435194,0.0
393.4184215394684,0.0
393.5199021245849,0.0
393.62138270970144,0.00014005602240896358
393.7228632948179,0.00014005602240896358
393.8243438799344,0.00014005602240896358
393.9258244650509,0.0
394.0273050501674,0.0
394.1287856352839,0.0
394.2302662204004,0.0
394.3317468055169,0.0
394.43322739063336,0.0
394.5347079757499,0.0
394.6361885608664,0.00014005602240896358
394.73766914598286,0.00014005602240896358
394.8391497310994,0.0
394.94063031621585,0.0
395.04211090133236,0.0
395.1435914864489,0.0
395.24507207156535,0.0
395.34655265668187,0.00014005602240896358
395.4480332417983,0.0
395.54951382691485,0.0
395.65099441203137,0.0
395.75247499714783,0.0
395.85395558226435,0.0
395.95543616738087,0.0
396.05691675249733,0.0
396.15839733761385,0.00014005602240896358
396.2598779227303,0.00028011204481792715
396.36135850784683,0.00014005602240896358
396.46283909296335,0.0
396.5643196780798,0.00014005602240896358
396.66580026319633,0.00014005602240896358
396.7672808483128,0.0
396.8687614334293,0.00014005602240896358
396.97024201854583,0.00014005602240896358
397.0717226036623,0.00014005602240896358
397.1732031887788,0.0
397.2746837738953,0.00014005602240896358
397.3761643590118,0.0
397.4776449441283,0.00014005602240896358
397.5791255292448,0.00014005602240896358
397.6806061143613,0.0
397.7820866994778,0.0
397.8835672845943,0.0
397.9850478697108,0.0
398.08652845482726,0.00028011204481792715
398.1880090399438,0.0
398.2894896250603,0.00028011204481792715
398.39097021017676,0.0
398.4924507952933,0.0
398.59393138040974,0.0
398.69541196552626,0.00014005602240896358
398.7968925506428,0.0
398.89837313575924,0.0
398.99985372087576,0.0
399.1013343059922,0.0
399.20281489110874,0.0
399.30429547622526,0.00014005602240896358
399.4057760613417,0.0
399.50725664645825,0.0
399.6087372315747,0.00014005602240896358
399.7102178166912,0.00028011204481792715
399.81169840180775,0.00028011204481792715
399.9131789869242,0.00014005602240896358
400.0146595720407,0.00014005602240896358
400.11614015715725,0.0
400.2176207422737,0.0
400.31910132739023,0.0
400.4205819125067,0.00014005602240896358
400.5220624976232,0.00014005602240896358
400.62354308273973,0.00028011204481792715
400.7250236678562,0.0
400.8265042529727,0.00028011204481792715
400.9279848380892,0.0005602240896358543
401.0294654232057,0.00014005602240896358
401.1309460083222,0.0
401.2324265934387,0.0
401.3339071785552,0.00014005602240896358
401.43538776367166,0.0
401.5368683487882,0.0
401.6383489339047,0.00014005602240896358
401.73982951902116,0.00014005602240896358
401.8413101041377,0.0004201680672268908
401.9427906892542,0.00014005602240896358
402.04427127437066,0.0
402.1457518594872,0.00028011204481792715
402.24723244460364,0.0
402.34871302972016,0.0
402.4501936148367,0.00028011204481792715
402.55167419995314,0.00014005602240896358
402.65315478506966,0.00014005602240896358
402.7546353701861,0.0004201680672268908
402.85611595530264,0.00014005602240896358
402.95759654041916,0.00028011204481792715
403.0590771255356,0.0
403.16055771065214,0.00014005602240896358
403.2620382957686,0.0
403.3635188808851,0.00014005602240896358
403.46499946600164,0.00014005602240896358
403.5664800511181,0.00014005602240896358
